doi,title
10.1007/s00500-021-05963-3,Hybridization of harmonic search algorithm in training radial basis function with dynamic decay adjustment for condition monitoring
10.1109/CICN51697.2021.9574668,Handling Data Imbalance in Predictive Maintenance for Machines using SMOTE-based Oversampling
10.1109/ICAIIC51459.2021.9415213,Predictive Maintenance of Relative Humidity Using Random Forest Method
10.1109/AIIoT52608.2021.9454190,Towards Machine Learning and Low Data Rate IoT for Fault Detection in Data Driven Predictive Maintenance
10.1109/I2MTC50364.2021.9459829,Cost-Sensitive Fault Identification in Predictive Maintenance Applications: A Case Study
10.1109/GECOST52368.2021.9538639,Two-phase Switching Optimization Strategy in LSTM Model for Predictive Maintenance
10.3390/s21144676,Tip4.0: Industrial internet of things platform for predictive maintenance
10.1016/j.asoc.2020.107053,Multi-sensor edge computing architecture for identification of failures short-circuits in wind turbine generators
10.1063/5.0046079,Development of machine learning based predictive analytical models for the surface interaction studies of tribological pairs
10.3390/app11062546,A systematic mapping of the advancing use of machine learning techniques for predictive maintenance in the manufacturing sector
10.1016/B978-0-12-820714-7.00011-X,Detecting Electric Submersible Pump Failures
10.1109/IWAGPR50767.2021.9843171,GPR-GANs: Generation of Synthetic Ground Penetrating Radargrams Using Generative Adversarial Networks
10.3850/978-981-18-2016-8_368-cd,A short review on mathematical algorithms for predictive maintenance techniques and anomaly detection in PV systems
10.1109/ISGTEurope52324.2021.9640216,A Novel Approach for Incipient Fault Diagnosis in Power Transformers by Artificial Neural Networks
10.1109/DSA52907.2021.00053,A Combination of Fourier Transform and Machine Learning for Fault Detection and Diagnosis of Induction Motors
10.1109/DASC52595.2021.9594374,Certification Approach for Physics Informed Machine Learning and its Application in Landing Gear Life Assessment
10.1109/IEEM50564.2021.9672905,A Heuristic-IRM Method on Hard Disk Failure Prediction in Out-of-distribution Environments
10.1109/BigDataService52369.2021.00007,A Deep Learning Approach for Short Term Prediction of Industrial Plant Working Status
10.1115/GT2021-60049,Multi-parameter prediction for steam turbine based on real-Time data using deep learning approaches
10.3850/978-981-18-2016-8_336-cd,A Hierarchical Predictive Maintenance Model for Networks
10.1016/j.trpro.2021.09.007,An AI-based Digital Twin Case Study in the MRO Sector
10.1016/j.ifacol.2021.08.121,Exploring the influence of focal loss on transformer models for imbalanced maintenance data in industry 4.0
10.1109/URUCON53396.2021.9647250,Failure Prediction in Automatic Reclosers Using Machine Learning Approaches
10.1080/09720529.2021.1951434,Unsupervised machine learning framework for early machine failure detection in an industry
10.1007/978-981-16-1089-9_14,"Bearing Fault Detection Using Comparative Analysis of Random Forest, ANN, and Autoencoder Methods"
10.1109/ICSPIS51611.2020.9349574,"An Autoencoder-Based Algorithm for Fault Detection of Rotating Machines, Suitable for Online Learning and Standalone Applications"
10.36244/ICJ.2021.3.8,AutoML for log file analysis (ALFA) in a production line system of systems pointed towards predictive maintenance
10.1007/978-981-15-8677-4_22,Maintenance of Automobiles by Predicting System Fault Severity Using Machine Learning
10.1186/s40323-020-00184-z,"Parasitic resistance as a predictor of faulty anodes in electro galvanizing: a comparison of machine learning, physical and hybrid models"
10.1016/j.oceaneng.2020.107968,Machine learning and data-driven fault detection for ship systems operations
10.3390/en13226014,A framework for big data analytical process and mapping—baprom: Description of an application in an industrial environment
10.1016/j.ultras.2020.106166,Ultrasound-based identification of damage in wind turbine blades using novelty detection
10.1109/PMAPS47429.2020.9183469,Partial Discharge Detection with Convolutional Neural Networks
10.3390/app11010013,Article developing machine learning-based models for railway inspection
10.1007/s10846-020-01293-y,Health Monitoring System for Autonomous Vehicles using Dynamic Bayesian Networks for Diagnosis and Prognosis
10.1007/s12206-020-2208-7,EEMD assisted supervised learning for the fault diagnosis of BLDC motor using vibration signal
10.1109/ICCI51257.2020.9247843,A Study on Gradient Boosting Algorithms for Development of AI Monitoring and Prediction Systems
10.1109/MetroInd4.0IoT48571.2020.9138294,Fault Classification Driven by Maintenance Management for Smart Maintenance Applications
10.3390/su12114776,Machine learning approach using MLP and SVM algorithms for the fault prediction of a centrifugal pump in the oil and gas industry
10.1109/CVPRW50498.2020.00096,Automatic digitization of engineering diagrams using deep learning and graph search
10.1016/j.net.2019.12.029,Predictive maintenance architecture development for nuclear infrastructure using machine learning
10.1108/JQME-07-2018-0058,Corrosion loop development of oil and gas piping system based on machine learning and group technology method
10.1016/j.asoc.2020.106278,Online RBM: Growing Restricted Boltzmann Machine on the fly for unsupervised representation
10.1109/ICHVE49031.2020.9279984,Research on Fault Diagnosis of High Voltage Circuit Breaker Based on Spark Machine Learning
10.1088/1755-1315/463/1/012047,Internet of things based metaheuristic reliability centered maintenance of distribution transformers
10.3390/SYM12040669,An imbalanced data handling framework for industrial big data using a gaussian process regression-based generative adversarial network
10.1016/j.aei.2020.101054,Predictive maintenance using cox proportional hazard deep learning
10.1007/978-3-030-66770-2_15,Inference with Artificial Neural Networks on Analog Neuromorphic Hardware
10.1007/978-3-030-66770-2_11,Unsupervised Machine Learning Methods to Estimate a Health Indicator for Condition Monitoring Using Acoustic and Vibration Signals: A Comparison Based on a Toy Data Set from a Coffee Vending Machine
10.1109/WF-IoT48130.2020.9221098,Predictive Maintenance for Edge-Based Sensor Networks: A Deep Reinforcement Learning Approach
10.1109/DAS49615.2020.9108913,Advanced Predictive Maintenance with Machine Learning Failure Estimation in Industrial Packaging Robots
10.1016/j.martra.2020.100003,Improving ship yard ballast pumps’ operations: A PCA approach to predictive maintenance
10.1016/j.ifacol.2020.11.020,A comparison of machine learning techniques for LNG pumps fault prediction in regasification plants
10.1115/SMASIS2020-2311,Sensor-data reconstruction for helicopter structural-health monitoring using deep learning
10.1007/978-3-030-59851-8_15,SmartPred: Unsupervised Hard Disk Failure Detection
10.1007/s10916-020-1534-8,IoT Based Predictive Maintenance Management of Medical Equipment
10.1016/j.autcon.2020.103087,Data-driven predictive maintenance planning framework for MEP components based on BIM and IoT using machine learning algorithms
10.1108/IJQRM-04-2019-0131,Designing predictive maintenance systems using decision tree-based machine learning techniques
10.1016/j.ifacol.2020.11.045,Rare failure prediction using an integrated auto-encoder and bidirectional gated recurrent unit network
10.1007/978-3-030-66770-2_17,On the Difficulty of Designing Processor Arrays for Deep Neural Networks
10.1007/978-3-030-66770-2_14,hxtorch: PyTorch for BrainScaleS-2: Perceptrons on Analog Neuromorphic Hardware
10.1007/978-981-15-6113-9_8,Predictive maintenance of water purification unit for smart factories
10.1109/IECON.2019.8927129,Application of Different Machine Learning Strategies for Current- And Vibration-based Motor Bearing Fault Detection in Induction Motors
10.1109/TII.2019.2915846,A global manufacturing big data ecosystem for fault detection in predictive maintenance
10.1016/j.matpr.2020.06.306,Remaining serviceable life indicator of bearing
10.1007/978-3-030-43887-6_27,SPICE: Streaming PCA Fault Identification and Classification Engine in Predictive Maintenance
10.1109/SAUPEC/RobMech/PRASA48453.2020.9041003,Automating predictive maintenance using oil analysis and machine learning
10.35940/ijeat.A1486.109119,Fault diagnosis of gearbox using machine learning and deep learning techniques
10.3390/s19194342,Prediction of Motor Failure Time Using An Artificial Neural Network
10.1109/DeSE.2019.00181,A jet engine prognostic and diagnostic system based on bayesian classifier
10.1007/978-3-030-57997-5_8,Explainable AI in Manufacturing: A Predictive Maintenance Case Study
10.1109/ICMLA.2019.00030,Risk-based dynamic pricing via failure prediction
10.1109/SSCI44817.2019.9003044,A Comparative Study of State-of-the-Art Machine Learning Algorithms for Predictive Maintenance
10.1109/ISAP48318.2019.9065995,Predictive Maintenance of Air Conditioning Systems Using Supervised Machine Learning
10.3390/app9183719,Using different ML algorithms and hyperparameter optimization to predict heat meters' failures
10.1109/ISWCS.2019.8877287,Framework for the identification of rare events via machine learning and IoT networks
10.35940/ijitee.L2887.1081219,Smart classifiers based classification and condition monitoring of induction motor faults
10.1007/978-3-030-14156-1_14,Neural Networks and Advanced Algorithms for Intelligent Monitoring in Industry
10.4271/2019-01-1048,On-board predictive maintenance with machine learning
10.1109/ICEECCOT43722.2018.9001543,Fault Analysis and Predictive Maintenance of Induction Motor Using Machine Learning
10.1016/j.energy.2019.01.042,Unbalance evaluation of a scaled wind turbine under different rotational regimes via detrended fluctuation analysis of vibration signals combined with pattern recognition techniques
10.1142/9789813272491_0025,BIM- and IoT-based data-driven decision support system for predictive maintenance of building facilities
10.1109/CICED.2018.8592417,Data driven predictive maintenance of distribution transformers
10.1109/ICVES.2018.8519588,Revisiting Gaussian Mixture Models for Driver Identification
10.1016/j.jocs.2019.02.003,Feature engineering using homogenization theory with multiscale perturbation analysis for supervised model-based learning of physical clogging condition in seepage filters
10.1109/ICDIM.2018.8847132,SVM-RBM based predictive maintenance scheme for IoT-enabled smart factory
10.1115/SMASIS2018-8137,Deep learning based spectrum compression algorithm for rotating machinery condition monitoring
10.1109/MESA.2018.8449150,Machine Learning approach for Predictive Maintenance in Industry 4.0
10.1109/WMED.2018.8360836,Machine Learning Based Predictive Maintenance Strategy: A Super Learning Approach with Deep Neural Networks
10.1515/auto-2017-0123,Interpretable machine learning with reject option
10.1109/IEMDC.2017.8002350,Stator winding short-circuit fault diagnosis in induction motors using random forest
10.1109/ICPHM.2017.7998308,Real-time predictive maintenance for wind turbines using Big Data frameworks
10.1109/DSW.2018.8439898,PREDICTIVE MAINTENANCE of PHOTOVOLTAIC PANELS VIA DEEP LEARNING
10.1063/1.5031519,Advanced methods in NDE using machine learning approaches
10.1504/IJIMS.2018.091999,Predictive maintenance strategy of running fault based on ELM algorithm for power transformer
10.5220/0006590204300437,Mapping data sets to concepts using machine learning and a knowledge based approach
10.3390/en10121987,Predictive maintenance of power substation equipment by infrared thermography using a machine-learning approach
10.1109/IIC.2015.7150869,Design and development of a wind turbine test rig for condition monitoring studies
10.1016/j.compag.2025.111125,Agriculture Machine fault detection based on multiple Input-Parallel-Neural network optimized by genetic algorithm with matrix chromosomes
10.1007/s42417-025-02122-y,Real-Time Drone Propeller Fault Detection Using Onboard Vibration Sensors and Optimized Machine Learning
10.1016/j.envres.2025.122990,Machine learning based prediction of waste activated sludge generation for optimization of WWTP operational efficiency
10.1109/ICEEE2.2017.7935834,Using LSTM networks to predict engine condition on large scale data processing framework
10.1007/s43926-025-00142-4,IoT device for detecting abnormal vibrations in motors using TinyML
10.1038/s41598-025-97646-4,Experimental validation of machine learning for contamination classification of polluted high voltage insulators using leakage current
10.1016/j.solener.2025.113937,A comprehensive review on the artificial intelligence for the development of thermal concentrating photovoltaic systems
10.1016/j.engstruct.2025.121208,Deep learning-enhanced acoustic emission localization for damage evolution analysis in coal-concrete composite structures under cyclic loading
10.1016/j.aei.2025.103671,Predicting fast crack propagation in welded steel plates with random flaws using Recurrent Neural Networks
10.1016/j.rineng.2025.107309,Literature review: Current trends and advances in the use of artificial intelligence for ensuring the safety and efficiency of gas pipeline operations
10.1016/j.epsr.2025.112377,Ensemble learning based prediction of harmonic induced sensor failures in electric vehicle systems
10.1016/j.renene.2025.124513,Improving operational reliability in hydropower units using incremental learning-based monitoring
10.1016/j.eswa.2025.129167,Evaluation of supervised machine learning techniques for cavitation detection and diagnosis in a pump-as-turbine system
10.3390/app151910631,Optimal Source Selection for Distributed Bearing Fault Classification Using Wavelet Transform and Machine Learning Algorithms
10.1007/s11227-025-07904-5,A containerized Edge AI predictive maintenance infrastructure for rotating components using continuous wavelet transform images and Transformer UNet autoencoder for Industry 4.0
10.1115/1.4068831,Intelligent Fault Diagnosis Based on the EAO-VMD in Dual-Rotor Cylindrical Roller Bearings
10.1007/978-3-031-99353-4_31,Predictive Maintenance for Mobile Wings: Enhancing Smart Cage Reliability Through Machine Learning
10.1016/j.ress.2025.111611,Gaussian process latent variable model and Bayesian inference for non-parametric failure modeling applied to ship engine
10.1016/j.ast.2025.110682,Nonlinear dynamics of functionally graded GPLs reinforced blades with multilayer cracks: Verification of the results via a machine learning algorithm
10.1007/s40430-025-05854-w,Machine learning-based cylinder pressure estimation using newly developed biodiesel–fusel oil mixtures in diesel engines
10.1016/j.aei.2025.103896,Optimised decision-making model for vehicle health monitoring system leveraging deep learning algorithm
10.1108/F-02-2025-0032,Machine learning techniques for predictive maintenance of building services: a comprehensive review and research outlook
10.1061/JPSEA2.PSENG-1834,Multicriteria Decision-Making Framework for Proactive Maintenance of Water Distribution Pipelines in South Africa
10.1016/j.measurement.2025.118135,Fault diagnosis of induction motors using novel measurement techniques and data fusion
10.1016/j.measurement.2025.118222,Integrating Machine Learning Models for Enhancing Power Transformer Health Assessment Based on the Insulating Paper State
10.1016/j.mex.2025.103426,Experimental investigation of cylinder liners and performance optimization using ANN
10.56042/jsir.v84i9.18846,A Computational Intelligence Framework for Industry 4.0-based Intelligent Motion Control using AI-Integrated PLCs
10.1038/s41597-025-05437-3,Comprehensive Fault Diagnosis of Three-Phase Induction Motors Using Synchronized Multi-Sensor Data Collection
10.1186/s44147-025-00688-8,Operational data analytics for failure prediction and availability improvement in gas turbine power plants
10.1016/j.apenergy.2025.126534,"From green hydrogen production to artificial intelligence–driven energy management in hydrogen fuel cell electric vehicles: a comprehensive review of technologies, optimization techniques, international standards, and investment programs"
10.1016/j.ecmx.2025.101329,Artificial intelligence and machine learning for smart grids: from foundational paradigms to emerging technologies with digital twin and large language model-driven intelligence
10.53759/7669/jmc202505180,AI Driven Solar Tracking and Smart Wind Turbines - Enhancing Renewable Energy Efficiency Through Adaptive Machine Learning Algorithms
10.1016/j.ress.2025.111297,A modified TimeGAN-based data augmentation approach for the state of health prediction of Lithium-Ion Batteries
10.1007/s10921-025-01261-2,Frequency-Optimized Ultrasonic and Machine Learning Framework for Early Detection of Carburization in HP Steel Tubes
10.1016/j.oceaneng.2025.122528,Flow-induced vibration and stress prediction of subsea M-shaped jumpers under multiphase flow
10.3390/en18174637,Real-Time Digital Twins for Intelligent Fault Diagnosis and Condition-Based Monitoring of Electrical Machines †
10.3390/en18174659,LLMs in Wind Turbine Gearbox Failure Prediction
10.3390/en18174718,Artificial Intelligence Applications for Energy Storage: A Comprehensive Review
10.1016/j.dib.2025.111954,"Vibration, current, torque, RPM dataset for multiple fault conditions in industrial-scale electric motors under randomized speed and load variations"
10.1007/s12008-025-02301-x,Advanced machine learning models for early detection of helical gear faults
10.3390/w17172636,Hybrid Explainable AI Framework for Predictive Maintenance of Aeration Systems in Wastewater Treatment Plants
10.1016/j.jpowsour.2025.237988,Adaptive multi-task learning for battery health prediction: A BiLSTM framework with Bayesian optimization and dynamic task weighting
10.1016/j.epsr.2025.111947,Predictive analysis of criticality for underground medium voltage lines
10.1016/j.applthermaleng.2025.127154,Prediction-focused machine learning-based visualization of compressor flow in a gas turbine engine digital twin
10.1016/j.knosys.2025.113980,Novel stack-model configuration for Merox-treated gasoline yield prediction synergized with EMMS-CFD hydrodynamic analysis
10.1177/09544070241283533,Experimental prediction model for full life friction performance of wet clutch via attention-based LSTM network
10.5194/jsss-14-169-2025,Efficient hardware implementation of interpretable machine learning based on deep neural network representations for sensor data processing
10.3390/app151810164,An Interpretable Hybrid Fault Prediction Framework Using XGBoost and a Probabilistic Graphical Model for Predictive Maintenance: A Case Study in Textile Manufacturing
10.4018/979-8-3373-0746-6.ch004,Support Vector Machine in Predictive Maintenance of Belt-Drive System
10.1007/s11831-025-10251-6,A Review of the Application of Machine Learning for Pipeline Integrity Predictive Analysis in Water Distribution Networks
10.1016/j.rser.2025.115970,Advancement and challenges: A review of power cable aging monitoring and diagnostic techniques
10.1142/S021853932550010X,Availability Optimization and Maintenance Priorities of a Ramjet Engine Using Genetic Algorithm
10.1111/mice.13489,Predicting pavement cracking performance using laser scanning and geocomplexity-enhanced machine learning
10.1007/s13202-025-02070-z,Time-aware predictive maintenance of electrical submersible pumps using catboost ensemble learning and trend-based labeling
10.1007/s00521-025-11570-2,TD-CLNet: a time-distributed CNN-LSTM network for fault detection in belt conveyor idlers
10.1016/j.jece.2025.118859,"Capacitive deionization for sustainable water desalination: Advances in electrode materials, mechanistic pathways, and system-level optimization"
10.1007/s41101-025-00409-5,"An Overview Study on Water Desalination, Hybrid RO Systems, and How to Utilize Artificial Intelligence with the System"
10.1007/s10489-025-06643-7,Predicting faults in diesel engines with kernel machines regression techniques
10.3390/pr13092920,Exposing Vulnerabilities: Physical Adversarial Attacks on AI-Based Fault Diagnosis Models in Industrial Air-Cooling Systems
10.3390/en18153960,Aging Assessment of Power Transformers with Data Science †
10.3390/bioengineering12090941,Performance Comparison of a Neural Network and a Regression Linear Model for Predictive Maintenance in Dialysis Machine Components
10.3390/en18174529,"Machine Learning-Driven Advancements in Electric Motorcycles: A Systematic Review of Electric Motors, Energy Storage, Charging Technologies, and Electronic Components"
10.3390/s25185681,A Performance Study of Deep Neural Network Representations of Interpretable ML on Edge Devices with AI Accelerators
10.3390/app15168841,Random Forest-Based Machine Failure Prediction: A Performance Comparison
10.1002/eng2.70397,An Integrated Experimental and Machine Learning Approach for Machinability Assessment and Tool Life Prediction in Drilling of 14NiCr10 Alloy Using AlTiN-Coated Carbide Tools
10.3390/machines13090815,Recent Advances in Fault Detection and Analysis of Synchronous Motors: A Review
10.1016/j.tust.2025.106508,Transforming the maintenance of underground infrastructure through Digital Twins: State of the art and outlook
10.1007/s00202-025-02987-y,Predictive maintenance of dual boost rectifier: a green anaconda driven machine learning approach
10.3390/s25164936,Data-Driven Fouling Detection in Refinery Preheat Train Heat Exchangers Using Neural Networks and Gradient Boosting
10.1115/1.4067533,Hybrid Quantum Neural Network and Shapely Additive Explanations in Railway Track Geometry Modeling
10.4324/9781003494720-11,AI-driven power flow optimization for sustainable aviation systems
10.1016/j.ijepes.2025.110866,Long-term comparative analysis of machine learning models: A deep dive into applications of artificial intelligence for enhancing photovoltaic performance prediction
10.1016/j.rineng.2025.105984,A novel integrated TDLAVOA-XGBoost model for tool wear prediction in lathe and milling operations
10.1016/j.rineng.2025.105916,Data-driven predictive models for sustainable smart buildings
10.1016/j.psep.2025.107487,Sustainable wastewater treatment with AI: a path to enhanced hygiene and environmental protection
10.1016/j.pnucene.2025.105785,A review of data-driven fault diagnosis method for nuclear power plant
10.1016/j.rineng.2025.106216,Capacitance estimation algorithm based on DC-link voltage ripples using hybrid machine learning techniques in power electronics converters
10.1109/ICPICS62053.2024.10796993,Leveraging Deep Learning for Multimodal Predictive Maintenance: A Hybrid CNN-LSTM Approach for Enhanced Equipment Failure Prediction in Automated Assembly Lines
10.1109/IC3TES62412.2024.10877446,Enhancing the Prediction of Escalator Failure Using Logistic Regression over Random Forest
10.1109/ICTMOD63116.2024.10878108,Rotary Machines Fault Detection and Diagnosis Using Machine Learning Approaches
10.1109/GEC61857.2024.10881931,Wind Turbine Fault Detection and Prediction Using Machine Learning Methods and SCADA Data
10.1109/HONET63146.2024.10822914,Data-Driven Intelligent Prediction Model for Gearbox Temperature in Wind Turbines
10.1115/1.4063003,Determination of Multi-Component Failure in Automotive System Using Deep Learning
10.1109/IEEM62345.2024.10857013,Comparative Analysis of Machine Learning-Based Surrogate Modeling Approaches for Multi-Body Dynamic Simulation in Railway Digital Twin Platform
10.1109/IDICAIEI61867.2024.10842766,Developing an Edge based predictive maintenance system for transformer using low-cost sensors
10.1088/1742-6596/305/1/012028,Research on bearing life prediction based on support vector machine and its application
10.4018/ijmmme.2014070103,Design of fault detection system for automobile power train using digital signal processing and soft computing techniques
10.1016/j.proeng.2014.12.452,Fault diagnosis of automobile gearbox based on machine learning techniques
10.1109/IS.2012.6335158,Intelligent diagnostic on mill fan system
10.1016/j.renene.2025.124527,Machine learning-driven identification of critical parameters governing waste and biomass pyrolysis-reforming process using char-based catalysts for enhanced H2 production
10.1016/j.jcis.2025.138657,"Tailoring metals, axial ligands, and carbon substrates in TMN4–graphene for direct seawater electrolysis: A synergistic approach using density functional theory and machine learning algorithms"
10.1016/j.renene.2025.123936,"Innovative hybrid multigeneration Structure: Integrating solar-assisted geothermal plant with advanced refrigeration and desalination systems; A case evaluation in Jiangsu, China"
10.1016/j.renene.2025.123893,Trust Region Policy Optimization-based pitch control for Floating Offshore Wind Turbines in above-rated wind conditions
10.1016/j.renene.2025.123901,Novel machine learning unlocks high lipid productivity and resolves trade-offs in algal biofuel production
10.1016/j.talanta.2025.128522,Laser-induced breakdown spectroscopy coupled with machine learning for rapid quantification of Escherichia coli concentration
10.1016/j.saa.2025.126959,"Quality control of entomopathogenic nematodes through infrared spectroscopy (FTIR-ATR, 2D-COS): Tracing, modelling and prediction"
10.1016/j.triboint.2025.111324,Utilization of red mud as copper substitute in eco-friendly resin-based brake composites: Performance evaluation and machine learning prediction
10.1016/j.jechem.2025.09.005,Explainable AI-driven design rules for syngas-to-C5+ liquid fuels over cobalt catalysts
10.1016/S0952-1976(02)00013-1,Genetic programming: Principles and applications
10.1007/978-90-481-9419-3_6,Multiobjective evolutionary optimization and machine learning: Application to renewable energy predictions
10.1080/10916466.2015.1034367,A CSA-LSSVM Model to Estimate Diluted Heavy Oil Viscosity in the Presence of Kerosene
10.1109/ISKO-Maghreb.2014.7033448,ETREOSys: Towards an efficient Web-based platform for managing training in enterprise
10.2118/163657-pa,Improving the ensemble-optimization method through covariance-matrix adaptation
10.1016/j.eswa.2014.08.034,Integrated cluster analysis and artificial neural network modeling for steam-assisted gravity drainage performance prediction in heterogeneous reservoirs
10.2118/174031-ms,Practical application of data-driven modeling approach during waterflooding operations in heterogeneous reservoirs
10.3389/fmicb.2016.01852,Artificial intelligence vs. statistical modeling and optimization of continuous bead milling process for bacterial cell lysis
10.1016/j.neucom.2014.09.036,Steel plates fault diagnosis on the basis of support vector machines
10.17485/ijst/2015/v8i2/57776,A hybrid of ant colony optimization and chaos optimization algorithms approach for software cost estimation
10.1007/s40003-013-0086-2,Machine Learning Approaches for Prediction of Expansin Gene Family in Indica Rice
10.1109/CAC.2015.7382819,Survey of the selection and evaluation for dispatching rules in dynamic job shop scheduling problem
10.4043/27144-ms,Addressing the pressing needs of offshore ultra-deepwater floating facilities and risers: Near real-time management system for deepwater drilling risers
10.1155/2016/4374603,A Computational Method for Optimizing Experimental Environments for Phellinus igniarius via Genetic Algorithm and BP Neural Network
10.1007/978-3-319-26690-9_18,A new learning strategy for complex-valued neural networks using particle swarm optimization
10.1016/j.neucom.2014.09.090,Wind speed prediction using reduced support vector machines with feature selection
10.1016/j.conengprac.2015.08.015,Data-based multiple-model prediction of the production rate for hematite ore beneficiation process
10.1016/j.rse.2015.07.015,"Uncertainty analysis of gross primary production upscaling using Random Forests, remote sensing and eddy covariance data"
10.3233/JCM-150547,Estimating the deposition efficiency of micro-particles in human upper airway using computerized tomography imaging and bio-inspired evolvable extreme learning machine interpolator
10.1007/978-981-10-6502-6_6,Xylitol production of E. coli using deep neural network and firefly algorithm
10.1590/0104-6632.20170341s20150475,Machine learning techniques applied to lignocellulosic ethanol in simultaneous hydrolysis and fermentation
10.1016/j.energy.2017.05.196,Optimization of transesterification process for Ceiba pentandra oil: A comparative study between kernel-based extreme learning machine and artificial neural networks
10.1016/j.apenergy.2017.04.007,A Monte Carlo and PSO based virtual sample generation method for enhancing the energy prediction and energy optimization on small data problem: An empirical study of petrochemical industries
10.1016/j.cageo.2016.08.002,A general method to select representative models for decision making and optimization under uncertainty
10.1016/j.ascom.2016.08.001,CD-HPF: New habitability score via data analytic modeling
10.1016/j.jngse.2016.08.045,Optimization of integrated production system using advanced proxy based models: A new approach
10.1145/2908961.2908999,Metabolite overproduction through engineering and optimization of microbiome composition dynamics
10.1016/j.renene.2016.01.027,Comparison of Photovoltaic plant power production prediction methods using a large measured dataset
10.1016/j.renene.2015.08.038,A multiobjective framework for wind speed prediction interval forecasts
10.1103/PhysRevD.96.035022,Can we discover double Higgs production at the LHC?
10.23919/ACC.2017.7963143,Altitude optimization of Airborne Wind Energy systems: A Bayesian Optimization approach
10.2118/193680-MS,Implementation and assessment of production optimization in a steamflood using machine-learning assisted modeling
10.1016/j.jbiotec.2017.01.017,Hybrid modeling of microbial exopolysaccharide (EPS) production: The case of Enterobacter A47
10.15530/urtec-2017-2669988,Predicting ESP lifespan with machine learning
10.15530/urtec-2017-2659996,EUR assessment of unconventional assets using machine learning and distributed computing techniques
10.2118/185507-ms,"Redistribution of Steam Injection in Heavy Oil Reservoir Management to Improve EOR Economics, Powered by a Unique Integration of Reservoir Physics and Machine Learning"
10.4043/28632-ms,Application of data science and machine learning for well completion optimization
10.2118/189790-ms,Need for speed: Data analytics coupled to reservoir characterization fast tracks well completion optimization
10.1007/s11625-017-0521-6,Assessment of mitigation strategies as tools for risk management under future uncertainties: A multi-model approach
10.1016/j.applthermaleng.2017.11.078,Modelling of a post-combustion CO2 capture process using deep belief network
10.1007/978-3-319-72401-0_10,Performance assurance model for applications on SPARK platform
10.1109/TNNLS.2016.2609437,Airline Passenger Profiling Based on Fuzzy Deep Machine Learning
10.2118/192368-ms,A hybrid integrated compositional reservoir simulator coupling machine learning and hard computing protocols
10.3997/2214-4609.201803024,Analysis of gas production data via an intelligent model: Application natural gas production
10.1115/IPC2018-78081,Corrosion growth modeling based on mass in-line inspection data using variational inference
10.1007/978-981-13-2826-8_44,Nonlinear Finite-Element Analysis of Offshore Platform Impact Load Based on Two-Stage PLS-RBF Neural Network
10.15530/urtec-2018-2902505,Production optimization using machine learning in bakken shale
10.1016/j.ymben.2018.03.020,"MiYA, an efficient machine-learning workflow in conjunction with the YeastFab assembly strategy for combinatorial optimization of heterologous metabolic pathways in Saccharomyces cerevisiae"
10.1016/j.ascom.2018.03.003,Theoretical validation of potential habitability via analytical and boosted tree methods: An optimistic study on recently discovered exoplanets
10.3390/w10030310,Improving the distillate prediction of a membrane distillation unit in a trigeneration scheme by using artificial neural networks
10.16182/j.issn1004731x.joss.201803046,Optimizing Control of Total Heat Supply Based on Machine Learning
10.1007/s00170-017-1039-x,On the use of machine learning methods to predict component reliability from data-driven industrial case studies
10.3390/su10010203,Estimating forest carbon fluxes using machine learning techniques based on eddy covariance measurements
10.1016/j.neucom.2017.07.024,On the flexibility of block coordinate descent for large-scale optimization
10.1016/j.energy.2018.08.180,A novel prediction intervals method integrating an error & self-feedback extreme learning machine with particle swarm optimization for energy consumption robust prediction
10.3390/en11112913,Effect of EV movement schedule and machine learning-based load forecasting on electricity cost of a single household
10.23919/ChiCC.2018.8483446,Establishment and Optimization of Gas Flow Prediction Model for Annealing Furnace Based on GA-SVM
10.1145/3240302.3240418,Optically connected and reconfigurable GPU architecture for optimized peer-to-peer access
10.1109/IWBIS.2018.8471713,Improving wind power prediction with retraining machine learning algorithms
10.1016/j.ifacol.2019.06.111,Machine learning models to support reservoir production optimization
10.1155/2019/3476521,Rolling Force Prediction of Hot Rolling Based on GA-MELM
10.1016/j.neunet.2018.06.004,Nonparallel support vector regression model and its SMO-type solver
10.1109/MED.2018.8442437,System Identification of a CNC Machining Center with Support Vector Machines
10.1109/IS.2018.8710466,On-line Energy Optimization of Hybrid Production Systems Using Actor-Critic Reinforcement Learning
10.1109/EDPC.2018.8658346,Evaluation of Machine Learning for Quality Monitoring of Laser Welding Using the Example of the Contacting of Hairpin Windings
10.13228/j.boyuan.issn0449-749x.20170455,Intelligent control system based on big data technology for whole production line of sintering quality
10.1080/00207543.2017.1413257,Robust policies for a multi-stage production/inventory problem with switching costs and uncertain demand
10.1109/TSP.2018.2821641,L1-Norm Principal-Component Analysis of Complex Data
10.3390/app9061085,Blister defect detection based on convolutional neural network for polymer lithium-ion battery
10.2118/196003-ms,Prediction of multilateral inflow control valve flow performance using machine learning
10.2118/196003-MS,Prediction of Multilateral Inflow Control Valve Flow Performance Using Machine Learning
10.2118/200305-STU,Application of Artificial Intelligence Methods to Underground Gas Storage Control
10.4018/978-1-7998-0414-7.ch005,Complex-Valued Neural Networks: A New Learning Strategy Using Particle Swarm Optimization
10.1016/j.ijpvp.2018.09.009,Thermal insulation of subsea pipelines for different materials
